hospName,topWait,updateTime,updateDate
United Christian Hospital,8.5,2019-04-30 07:45:00,2019-04-30
Yan Chai Hospital,0.5,2019-04-30 07:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 08:00:00,2019-04-30
Caritas Medical Centre,2.5,2019-04-30 08:00:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 08:00:00,2019-04-30
North District Hospital,3.5,2019-04-30 08:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 08:00:00,2019-04-30
Princess Margaret Hospital,0.5,2019-04-30 08:00:00,2019-04-30
Pok Oi Hospital,2.5,2019-04-30 08:00:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 08:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 08:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 08:00:00,2019-04-30
Queen Mary Hospital,6.5,2019-04-30 08:00:00,2019-04-30
Ruttonjee Hospital,4.5,2019-04-30 08:00:00,2019-04-30
St John Hospital,0.5,2019-04-30 08:00:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 08:00:00,2019-04-30
Tuen Mun Hospital,3.5,2019-04-30 08:00:00,2019-04-30
Tin Shui Wai Hospital,3.5,2019-04-30 08:00:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 08:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 08:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 08:15:00,2019-04-30
Caritas Medical Centre,2.5,2019-04-30 08:15:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 08:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 08:15:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 08:15:00,2019-04-30
Princess Margaret Hospital,0.5,2019-04-30 08:15:00,2019-04-30
Pok Oi Hospital,2.5,2019-04-30 08:15:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 08:15:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 08:15:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 08:15:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 08:15:00,2019-04-30
Ruttonjee Hospital,4.5,2019-04-30 08:15:00,2019-04-30
St John Hospital,0.5,2019-04-30 08:15:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 08:15:00,2019-04-30
Tuen Mun Hospital,3.5,2019-04-30 08:15:00,2019-04-30
Tin Shui Wai Hospital,3.5,2019-04-30 08:15:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 08:15:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 08:15:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 08:30:00,2019-04-30
Caritas Medical Centre,2.5,2019-04-30 08:30:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 08:30:00,2019-04-30
North District Hospital,3.5,2019-04-30 08:30:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 08:30:00,2019-04-30
Princess Margaret Hospital,0.5,2019-04-30 08:30:00,2019-04-30
Pok Oi Hospital,2.5,2019-04-30 08:30:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 08:30:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 08:30:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 08:30:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 08:30:00,2019-04-30
Ruttonjee Hospital,4.5,2019-04-30 08:30:00,2019-04-30
St John Hospital,0.5,2019-04-30 08:30:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 08:30:00,2019-04-30
Tuen Mun Hospital,3.5,2019-04-30 08:30:00,2019-04-30
Tin Shui Wai Hospital,3.5,2019-04-30 08:30:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 08:30:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 08:30:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 08:45:00,2019-04-30
Caritas Medical Centre,2.5,2019-04-30 08:45:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 08:45:00,2019-04-30
North District Hospital,4.5,2019-04-30 08:45:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 08:45:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 08:45:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 08:45:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 08:45:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 08:45:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 08:45:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 08:45:00,2019-04-30
Ruttonjee Hospital,4.5,2019-04-30 08:45:00,2019-04-30
St John Hospital,0.5,2019-04-30 08:45:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 08:45:00,2019-04-30
Tuen Mun Hospital,2.5,2019-04-30 08:45:00,2019-04-30
Tin Shui Wai Hospital,2.5,2019-04-30 08:45:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 08:45:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 08:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 09:00:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 09:00:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 09:00:00,2019-04-30
North District Hospital,4.5,2019-04-30 09:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 09:00:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 09:00:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 09:00:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 09:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 09:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 09:00:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 09:00:00,2019-04-30
Ruttonjee Hospital,3.5,2019-04-30 09:00:00,2019-04-30
St John Hospital,0.5,2019-04-30 09:00:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 09:00:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 09:00:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 09:00:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 09:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 09:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 09:15:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 09:15:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 09:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 09:15:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 09:15:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 09:15:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 09:15:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 09:15:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 09:15:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 09:15:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 09:15:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 09:15:00,2019-04-30
St John Hospital,0.5,2019-04-30 09:15:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 09:15:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 09:15:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 09:15:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 09:15:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 09:15:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 09:30:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 09:30:00,2019-04-30
North District Hospital,4.5,2019-04-30 09:30:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 09:30:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 09:30:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 09:30:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 09:30:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 09:30:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 09:30:00,2019-04-30
St John Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 09:30:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 09:30:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 09:30:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 09:30:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 09:45:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 09:45:00,2019-04-30
North District Hospital,4.5,2019-04-30 09:45:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 09:45:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 09:45:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 09:45:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 09:45:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 09:45:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 09:45:00,2019-04-30
St John Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 09:45:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 09:45:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 09:45:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 09:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 10:00:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 10:00:00,2019-04-30
North District Hospital,4.5,2019-04-30 10:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 10:00:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 10:00:00,2019-04-30
Pok Oi Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 10:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,6.5,2019-04-30 10:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 10:00:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 10:00:00,2019-04-30
St John Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 10:00:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 10:00:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 10:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 10:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 10:15:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 10:15:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 10:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 10:15:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 10:15:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 10:15:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 10:15:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 10:15:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,5.5,2019-04-30 10:15:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 10:15:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 10:15:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 10:15:00,2019-04-30
St John Hospital,1.5,2019-04-30 10:15:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 10:15:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 10:15:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 10:15:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 10:15:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 10:15:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 10:30:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 10:30:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 10:30:00,2019-04-30
North District Hospital,4.5,2019-04-30 10:30:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 10:30:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 10:30:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 10:30:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 10:30:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-30 10:30:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 10:30:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 10:30:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 10:30:00,2019-04-30
St John Hospital,1.5,2019-04-30 10:30:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 10:30:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 10:30:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 10:30:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 10:30:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 10:30:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 10:45:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 10:45:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 10:45:00,2019-04-30
North District Hospital,4.5,2019-04-30 10:45:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 10:45:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 10:45:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 10:45:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 10:45:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-30 10:45:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 10:45:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 10:45:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 10:45:00,2019-04-30
St John Hospital,1.5,2019-04-30 10:45:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 10:45:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 10:45:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 10:45:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 10:45:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 10:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 11:00:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 11:00:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 11:00:00,2019-04-30
North District Hospital,4.5,2019-04-30 11:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 11:00:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 11:00:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 11:00:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 11:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 11:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 11:00:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 11:00:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 11:00:00,2019-04-30
St John Hospital,1.5,2019-04-30 11:00:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 11:00:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 11:00:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 11:00:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 11:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 11:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 11:15:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 11:15:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 11:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 11:15:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 11:15:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 11:15:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 11:15:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 11:15:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 11:15:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 11:15:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 11:15:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 11:15:00,2019-04-30
St John Hospital,1.5,2019-04-30 11:15:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 11:15:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 11:15:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 11:15:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 11:15:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 11:15:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 11:30:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 11:30:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 11:30:00,2019-04-30
North District Hospital,4.5,2019-04-30 11:30:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 11:30:00,2019-04-30
Princess Margaret Hospital,3.5,2019-04-30 11:30:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 11:30:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 11:30:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 11:30:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 11:30:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 11:30:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 11:30:00,2019-04-30
St John Hospital,1.5,2019-04-30 11:30:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 11:30:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 11:30:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 11:30:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 11:30:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 11:30:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 11:45:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 11:45:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 11:45:00,2019-04-30
North District Hospital,4.5,2019-04-30 11:45:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 11:45:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 11:45:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 11:45:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 11:45:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 11:45:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 11:45:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 11:45:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 11:45:00,2019-04-30
St John Hospital,1.5,2019-04-30 11:45:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 11:45:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 11:45:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 11:45:00,2019-04-30
United Christian Hospital,8.5,2019-04-30 11:45:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 11:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 12:00:00,2019-04-30
Kwong Wah Hospital,8.5,2019-04-30 12:00:00,2019-04-30
North District Hospital,4.5,2019-04-30 12:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 12:00:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 12:00:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 12:00:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 12:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 12:00:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 12:00:00,2019-04-30
St John Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 12:00:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 12:00:00,2019-04-30
United Christian Hospital,7.5,2019-04-30 12:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 12:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 12:15:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 12:15:00,2019-04-30
Kwong Wah Hospital,7.5,2019-04-30 12:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 12:15:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 12:15:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 12:15:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 12:15:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 12:15:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,1.5,2019-04-30 12:15:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 12:15:00,2019-04-30
Queen Mary Hospital,1.5,2019-04-30 12:15:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 12:15:00,2019-04-30
St John Hospital,1.5,2019-04-30 12:15:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 12:15:00,2019-04-30
Tuen Mun Hospital,0.5,2019-04-30 12:15:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 12:15:00,2019-04-30
United Christian Hospital,6.5,2019-04-30 12:15:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 12:15:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 12:30:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 12:30:00,2019-04-30
Kwong Wah Hospital,7.5,2019-04-30 12:30:00,2019-04-30
North District Hospital,4.5,2019-04-30 12:30:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 12:30:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 12:30:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 12:30:00,2019-04-30
Prince of Wales Hospital,8.5,2019-04-30 12:30:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,1.5,2019-04-30 12:30:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 12:30:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 12:30:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 12:30:00,2019-04-30
St John Hospital,0.5,2019-04-30 12:30:00,2019-04-30
Tseung Kwan O Hospital,8.5,2019-04-30 12:30:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 12:30:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 12:30:00,2019-04-30
United Christian Hospital,5.5,2019-04-30 12:30:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 12:30:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 12:45:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 12:45:00,2019-04-30
Kwong Wah Hospital,7.5,2019-04-30 12:45:00,2019-04-30
North District Hospital,4.5,2019-04-30 12:45:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 12:45:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 12:45:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 12:45:00,2019-04-30
Prince of Wales Hospital,4.5,2019-04-30 12:45:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 12:45:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 12:45:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 12:45:00,2019-04-30
Ruttonjee Hospital,2.5,2019-04-30 12:45:00,2019-04-30
St John Hospital,0.5,2019-04-30 12:45:00,2019-04-30
Tseung Kwan O Hospital,2.5,2019-04-30 12:45:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 12:45:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 12:45:00,2019-04-30
United Christian Hospital,5.5,2019-04-30 12:45:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 12:45:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 13:00:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 13:00:00,2019-04-30
Kwong Wah Hospital,7.5,2019-04-30 13:00:00,2019-04-30
North District Hospital,4.5,2019-04-30 13:00:00,2019-04-30
North Lantau Hospital,0.5,2019-04-30 13:00:00,2019-04-30
Princess Margaret Hospital,2.5,2019-04-30 13:00:00,2019-04-30
Pok Oi Hospital,0.5,2019-04-30 13:00:00,2019-04-30
Prince of Wales Hospital,4.5,2019-04-30 13:00:00,2019-04-30
Pamela Youde Nethersole Eastern Hospital,2.5,2019-04-30 13:00:00,2019-04-30
Queen Elizabeth Hospital,8.5,2019-04-30 13:00:00,2019-04-30
Queen Mary Hospital,2.5,2019-04-30 13:00:00,2019-04-30
Ruttonjee Hospital,1.5,2019-04-30 13:00:00,2019-04-30
St John Hospital,0.5,2019-04-30 13:00:00,2019-04-30
Tseung Kwan O Hospital,1.5,2019-04-30 13:00:00,2019-04-30
Tuen Mun Hospital,1.5,2019-04-30 13:00:00,2019-04-30
Tin Shui Wai Hospital,1.5,2019-04-30 13:00:00,2019-04-30
United Christian Hospital,5.5,2019-04-30 13:00:00,2019-04-30
Yan Chai Hospital,1.5,2019-04-30 13:00:00,2019-04-30
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-30 13:15:00,2019-04-30
Caritas Medical Centre,0.5,2019-04-30 13:15:00,2019-04-30
Kwong Wah Hospital,7.5,2019-04-30 13:15:00,2019-04-30
North District Hospital,4.5,2019-04-30 13:15:00,2019-04-30
